MUNICIPALITY,YEAR,FARM TYPE,CROP,MONTH,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha),Rain Value (mm)
TUBLAY,2016,RAINFED,WHITE POTATO,FEB,5,5.0,55,11.0,49.9
TUBLAY,2016,RAINFED,WHITE POTATO,MAR,5,5.0,55,11.0,47.0
TUBLAY,2016,RAINFED,WHITE POTATO,APR,5,5.0,55,11.0,88.1
TUBLAY,2016,RAINFED,WHITE POTATO,MAY,5,5.0,55,11.0,325.6
TUBLAY,2016,RAINFED,WHITE POTATO,JUN,5,5.0,55,11.0,404.4
TUBLAY,2016,RAINFED,WHITE POTATO,JUL,5,5.0,55,11.0,614.8
TUBLAY,2016,RAINFED,WHITE POTATO,AUG,5,5.0,55,11.0,626.4
TUBLAY,2016,RAINFED,WHITE POTATO,SEP,3.55,5.0,55,11.0,378.3
TUBLAY,2016,RAINFED,WHITE POTATO,OCT,7.55,5.0,55,11.0,543.1
TUBLAY,2016,RAINFED,WHITE POTATO,NOV,5,3.55,28.4,8.0,97.5
TUBLAY,2016,RAINFED,WHITE POTATO,DEC,5,7.55,60.4,8.0,149.4
TUBLAY,2016,RAINFED,CARROTS,JAN,5,5.0,55,11.0,22.8
TUBLAY,2016,RAINFED,CARROTS,FEB,5,5.0,55,11.0,49.9
TUBLAY,2016,RAINFED,CARROTS,MAR,5,5.0,55,11.0,47.0
TUBLAY,2016,RAINFED,CARROTS,APR,5,5.0,55,11.0,88.1
TUBLAY,2016,RAINFED,CARROTS,MAY,5,5.0,55,11.0,325.6
TUBLAY,2016,RAINFED,CARROTS,JUN,5,5.0,55,11.0,404.4
TUBLAY,2016,RAINFED,CARROTS,JUL,5,5.0,55,11.0,614.8
TUBLAY,2016,RAINFED,CARROTS,AUG,5,5.0,55,11.0,626.4
TUBLAY,2016,RAINFED,CARROTS,SEP,2.55,5.0,55,11.0,378.3
TUBLAY,2016,RAINFED,CARROTS,OCT,5.35,5.0,55,11.0,543.1
TUBLAY,2016,RAINFED,CARROTS,NOV,5,2.55,15.3,6.0,97.5
TUBLAY,2016,RAINFED,CARROTS,DEC,5,5.35,32.1,6.0,149.4
ATOK,2017,IRRIGATED,CABBAGE,JAN,35.16,46.25,740,16.0,43.0
ATOK,2017,IRRIGATED,CABBAGE,FEB,40,30.0,540,18.0,114.5
ATOK,2017,IRRIGATED,CABBAGE,MAR,55.25,36.0,684,19.0,111.1
ATOK,2017,IRRIGATED,CABBAGE,APR,50.25,35.16,703.2,20.0,110.4
ATOK,2017,IRRIGATED,CABBAGE,MAY,44,40.0,800,20.0,314.8
ATOK,2017,IRRIGATED,CABBAGE,JUN,48,55.25,1077.38,19.5,341.3
ATOK,2017,IRRIGATED,CABBAGE,JUL,20.25,50.25,979.88,19.5,683.5
ATOK,2017,IRRIGATED,CABBAGE,AUG,23.3,43.7,830.3,19.0,298.1
ATOK,2017,IRRIGATED,CABBAGE,SEP,36.7,48.0,864,18.0,256.1
ATOK,2017,IRRIGATED,CABBAGE,OCT,43.02,20.25,364.5,18.0,234.7
ATOK,2017,IRRIGATED,CABBAGE,NOV,35.06,23.3,419.4,18.0,191.3
ATOK,2017,IRRIGATED,CABBAGE,DEC,10.81,36.7,660.6,18.0,116.5
ATOK,2017,IRRIGATED,CHINESE CABBAGE,JAN,15,17.0,374,22.0,43.0
ATOK,2017,IRRIGATED,CHINESE CABBAGE,FEB,13.12,18.15,417.45,23.0,114.5
ATOK,2017,IRRIGATED,CHINESE CABBAGE,MAR,5,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,CHINESE CABBAGE,APR,5,15.0,375,25.0,110.4
ATOK,2017,IRRIGATED,CHINESE CABBAGE,MAY,5,13.12,314.88,24.0,314.8
ATOK,2017,IRRIGATED,CHINESE CABBAGE,JUN,10,5.0,55,11.0,341.3
ATOK,2017,IRRIGATED,CHINESE CABBAGE,JUL,11.14,5.0,55,11.0,683.5
ATOK,2017,IRRIGATED,CHINESE CABBAGE,AUG,9,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,CHINESE CABBAGE,SEP,9,10.0,230,23.0,256.1
ATOK,2017,IRRIGATED,CHINESE CABBAGE,OCT,16,11.14,245.08,22.0,234.7
ATOK,2017,IRRIGATED,CHINESE CABBAGE,NOV,15.2,9.0,198,22.0,191.3
ATOK,2017,IRRIGATED,CHINESE CABBAGE,DEC,12.22,9.0,198,22.0,116.5
ATOK,2017,IRRIGATED,LETTUCE,JAN,7,6.0,54,9.0,43.0
ATOK,2017,IRRIGATED,LETTUCE,FEB,8,7.0,70,10.0,114.5
ATOK,2017,IRRIGATED,LETTUCE,MAR,7,8.0,80,10.0,111.1
ATOK,2017,IRRIGATED,LETTUCE,APR,5,7.0,70,10.0,110.4
ATOK,2017,IRRIGATED,LETTUCE,MAY,5,5.0,50,10.0,314.8
ATOK,2017,IRRIGATED,LETTUCE,JUN,5,5.0,50,10.0,341.3
ATOK,2017,IRRIGATED,LETTUCE,JUL,5,5.0,47.5,9.5,683.5
ATOK,2017,IRRIGATED,LETTUCE,AUG,6,4.15,37.35,9.0,298.1
ATOK,2017,IRRIGATED,LETTUCE,SEP,5,6.0,48,8.0,256.1
ATOK,2017,IRRIGATED,LETTUCE,OCT,6,5.0,40,8.0,234.7
ATOK,2017,IRRIGATED,LETTUCE,NOV,7.51,6.0,51,8.5,191.3
ATOK,2017,IRRIGATED,LETTUCE,DEC,5.33,7.51,63.84,8.5,116.5
ATOK,2017,IRRIGATED,CAULIFLOWER,JAN,3,4.85,48.5,10.0,43.0
ATOK,2017,IRRIGATED,CAULIFLOWER,FEB,3,2.69,28.25,10.5,114.5
ATOK,2017,IRRIGATED,CAULIFLOWER,MAR,5.5,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,CAULIFLOWER,APR,3.25,3.0,36,12.0,110.4
ATOK,2017,IRRIGATED,CAULIFLOWER,MAY,5,3.0,33,11.0,314.8
ATOK,2017,IRRIGATED,CAULIFLOWER,JUN,5,5.5,57.75,10.5,341.3
ATOK,2017,IRRIGATED,CAULIFLOWER,JUL,5,3.25,32.5,10.0,683.5
ATOK,2017,IRRIGATED,CAULIFLOWER,AUG,5,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,CAULIFLOWER,SEP,4.5,5.0,55,11.0,256.1
ATOK,2017,IRRIGATED,CAULIFLOWER,OCT,4.85,5.0,55,11.0,234.7
ATOK,2017,IRRIGATED,CAULIFLOWER,NOV,3.65,5.0,55,11.0,191.3
ATOK,2017,IRRIGATED,CAULIFLOWER,DEC,4.1,4.5,45,10.0,116.5
ATOK,2017,IRRIGATED,BROCCOLI,JAN,5,5.38,32.28,6.0,43.0
ATOK,2017,IRRIGATED,BROCCOLI,FEB,5.12,5.0,55,11.0,114.5
ATOK,2017,IRRIGATED,BROCCOLI,MAR,4.1,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,BROCCOLI,APR,3,5.0,40,8.0,110.4
ATOK,2017,IRRIGATED,BROCCOLI,MAY,5,5.12,40.96,8.0,314.8
ATOK,2017,IRRIGATED,BROCCOLI,JUN,5,4.1,30.75,7.5,341.3
ATOK,2017,IRRIGATED,BROCCOLI,JUL,5,3.0,22.5,7.5,683.5
ATOK,2017,IRRIGATED,BROCCOLI,AUG,5,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,BROCCOLI,SEP,5,5.0,55,11.0,256.1
ATOK,2017,IRRIGATED,BROCCOLI,OCT,3.1,5.0,55,11.0,234.7
ATOK,2017,IRRIGATED,BROCCOLI,NOV,4.05,5.0,55,11.0,191.3
ATOK,2017,IRRIGATED,BROCCOLI,DEC,2.46,3.1,23.25,7.5,116.5
ATOK,2017,IRRIGATED,SNAP BEANS,JAN,11,3.05,24.4,8.0,43.0
ATOK,2017,IRRIGATED,SNAP BEANS,FEB,12.68,0.8,6.8,8.5,114.5
ATOK,2017,IRRIGATED,SNAP BEANS,MAR,9.06,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,SNAP BEANS,APR,5,11.0,99,9.0,110.4
ATOK,2017,IRRIGATED,SNAP BEANS,MAY,5,12.67,114.03,9.0,314.8
ATOK,2017,IRRIGATED,SNAP BEANS,JUN,5,9.06,77.01,8.5,341.3
ATOK,2017,IRRIGATED,SNAP BEANS,JUL,5,5.0,55,11.0,683.5
ATOK,2017,IRRIGATED,SNAP BEANS,AUG,5,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,SNAP BEANS,SEP,5,5.0,55,11.0,256.1
ATOK,2017,IRRIGATED,SNAP BEANS,OCT,12.03,5.0,55,11.0,234.7
ATOK,2017,IRRIGATED,SNAP BEANS,NOV,11.9,5.0,55,11.0,191.3
ATOK,2017,IRRIGATED,SNAP BEANS,DEC,12.13,5.0,55,11.0,116.5
ATOK,2017,IRRIGATED,GARDEN PEAS,JAN,5,5.0,55,11.0,43.0
ATOK,2017,IRRIGATED,GARDEN PEAS,FEB,10.67,0.6,3.3,5.5,114.5
ATOK,2017,IRRIGATED,GARDEN PEAS,MAR,6.45,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,GARDEN PEAS,APR,5,5.0,55,11.0,110.4
ATOK,2017,IRRIGATED,GARDEN PEAS,MAY,5,10.67,64.02,6.0,314.8
ATOK,2017,IRRIGATED,GARDEN PEAS,JUN,5,8.08,6.45,0.8,341.3
ATOK,2017,IRRIGATED,GARDEN PEAS,JUL,5,5.0,55,11.0,683.5
ATOK,2017,IRRIGATED,GARDEN PEAS,AUG,11.25,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,GARDEN PEAS,SEP,10.36,8.08,40.4,5.0,256.1
ATOK,2017,IRRIGATED,GARDEN PEAS,OCT,7,5.0,55,11.0,234.7
ATOK,2017,IRRIGATED,GARDEN PEAS,NOV,5,11.25,56.25,5.0,191.3
ATOK,2017,IRRIGATED,GARDEN PEAS,DEC,5,5.0,55,11.0,116.5
ATOK,2017,IRRIGATED,SWEET PEPPER,JAN,5,1.2,7.2,6.0,43.0
ATOK,2017,IRRIGATED,SWEET PEPPER,FEB,5,5.0,55,11.0,114.5
ATOK,2017,IRRIGATED,SWEET PEPPER,MAR,5,5.0,55,11.0,111.1
ATOK,2017,IRRIGATED,SWEET PEPPER,APR,5,5.0,55,11.0,110.4
ATOK,2017,IRRIGATED,SWEET PEPPER,MAY,5,5.0,55,11.0,314.8
ATOK,2017,IRRIGATED,SWEET PEPPER,JUN,5,5.0,55,11.0,341.3
ATOK,2017,IRRIGATED,SWEET PEPPER,JUL,5,5.0,55,11.0,683.5
ATOK,2017,IRRIGATED,SWEET PEPPER,AUG,6.35,5.0,55,11.0,298.1
ATOK,2017,IRRIGATED,SWEET PEPPER,SEP,5.18,5.0,55,11.0,256.1
ATOK,2017,IRRIGATED,SWEET PEPPER,OCT,4.87,5.0,55,11.0,234.7
ATOK,2017,IRRIGATED,SWEET PEPPER,NOV,5,6.35,44.45,7.0,191.3
ATOK,2017,IRRIGATED,SWEET PEPPER,DEC,5,5.0,55,11.0,116.5
ATOK,2017,IRRIGATED,WHITE POTATO,JAN,45.02,61.25,1102.5,18.0,43.0
ATOK,2017,IRRIGATED,WHITE POTATO,FEB,49,69.3,1247.4,18.0,114.5
ATOK,2017,IRRIGATED,WHITE POTATO,MAR,43.1,58.34,1079.29,18.5,111.1
ATOK,2017,IRRIGATED,WHITE POTATO,APR,30,45.02,855.38,19.0,110.4
ATOK,2017,IRRIGATED,WHITE POTATO,MAY,35.9,49.0,931,19.0,314.8
ATOK,2017,IRRIGATED,WHITE POTATO,JUN,0.86,43.1,797.35,18.5,341.3
ATOK,2017,IRRIGATED,WHITE POTATO,JUL,35.25,30.0,540,18.0,683.5
ATOK,2017,IRRIGATED,WHITE POTATO,AUG,56.3,35.4,619.5,17.5,298.1
ATOK,2017,IRRIGATED,WHITE POTATO,SEP,34,40.86,694.62,17.0,256.1
ATOK,2017,IRRIGATED,WHITE POTATO,OCT,42.14,32.25,581.63,18.04,234.7
ATOK,2017,IRRIGATED,WHITE POTATO,NOV,36.95,56.3,957.1,17.0,191.3
ATOK,2017,IRRIGATED,WHITE POTATO,DEC,5,34.0,578,17.0,116.5
ATOK,2017,IRRIGATED,CARROTS,JAN,40.1,29.0,406,14.0,43.0
ATOK,2017,IRRIGATED,CARROTS,FEB,27.23,18.23,264.34,14.5,114.5
ATOK,2017,IRRIGATED,CARROTS,MAR,20.65,26.57,398.55,15.0,111.1
ATOK,2017,IRRIGATED,CARROTS,APR,18.3,40.1,621.55,15.5,110.4
ATOK,2017,IRRIGATED,CARROTS,MAY,15.18,27.23,435.68,16.0,314.8
ATOK,2017,IRRIGATED,CARROTS,JUN,15.2,20.65,320.08,15.5,341.3
ATOK,2017,IRRIGATED,CARROTS,JUL,17,18.3,283.65,15.5,683.5
ATOK,2017,IRRIGATED,CARROTS,AUG,22.1,14.68,220.2,15.0,298.1
ATOK,2017,IRRIGATED,CARROTS,SEP,27,15.2,220.4,14.5,256.1
ATOK,2017,IRRIGATED,CARROTS,OCT,26.16,17.0,246.5,14.5,234.7
ATOK,2017,IRRIGATED,CARROTS,NOV,25.3,22.1,331.5,15.0,191.3
ATOK,2017,IRRIGATED,CARROTS,DEC,29,27.0,405,15.0,116.5
ATOK,2017,RAINFED,CABBAGE,JAN,5,20.0,350,17.5,43.0
ATOK,2017,RAINFED,CABBAGE,FEB,5,10.0,175,17.5,114.5
ATOK,2017,RAINFED,CABBAGE,MAR,170,5.0,55,11.0,111.1
ATOK,2017,RAINFED,CABBAGE,APR,186,2.1,25.2,12.0,110.4
ATOK,2017,RAINFED,CABBAGE,MAY,216.84,3.98,44.16,11.1,314.8
ATOK,2017,RAINFED,CABBAGE,JUN,115.33,170.0,3060,18.0,341.3
ATOK,2017,RAINFED,CABBAGE,JUL,65.3,165.0,2887.5,17.5,683.5
ATOK,2017,RAINFED,CABBAGE,AUG,58.1,197.7,3360.9,17.0,298.1
ATOK,2017,RAINFED,CABBAGE,SEP,50.4,115.33,1845.28,16.0,256.1
ATOK,2017,RAINFED,CABBAGE,OCT,5,65.3,1012.15,15.5,234.7
ATOK,2017,RAINFED,CABBAGE,NOV,5,58.1,900.55,15.5,191.3
ATOK,2017,RAINFED,CABBAGE,DEC,5,50.4,781.2,15.5,116.5
ATOK,2017,RAINFED,CHINESE CABBAGE,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,CHINESE CABBAGE,FEB,5,6.5,130,20.0,114.5
ATOK,2017,RAINFED,CHINESE CABBAGE,MAR,18.1,5.0,55,11.0,111.1
ATOK,2017,RAINFED,CHINESE CABBAGE,APR,15.02,5.0,55,11.0,110.4
ATOK,2017,RAINFED,CHINESE CABBAGE,MAY,13.05,5.0,55,11.0,314.8
ATOK,2017,RAINFED,CHINESE CABBAGE,JUN,14.19,18.1,362,20.0,341.3
ATOK,2017,RAINFED,CHINESE CABBAGE,JUL,16,15.02,292.89,19.5,683.5
ATOK,2017,RAINFED,CHINESE CABBAGE,AUG,13.45,13.05,247.95,19.0,298.1
ATOK,2017,RAINFED,CHINESE CABBAGE,SEP,14.09,14.19,255.45,18.0,256.1
ATOK,2017,RAINFED,CHINESE CABBAGE,OCT,5,16.0,280,17.5,234.7
ATOK,2017,RAINFED,CHINESE CABBAGE,NOV,5,13.45,235.38,17.5,191.3
ATOK,2017,RAINFED,CHINESE CABBAGE,DEC,5,14.09,246.58,17.5,116.5
ATOK,2017,RAINFED,LETTUCE,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,LETTUCE,FEB,5,5.0,55,11.0,114.5
ATOK,2017,RAINFED,LETTUCE,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,LETTUCE,APR,1.2,5.0,55,11.0,110.4
ATOK,2017,RAINFED,LETTUCE,MAY,2,1.2,10.8,9.0,314.8
ATOK,2017,RAINFED,LETTUCE,JUN,0.85,2.0,18,9.0,341.3
ATOK,2017,RAINFED,LETTUCE,JUL,5,0.85,7.23,8.51,683.5
ATOK,2017,RAINFED,LETTUCE,AUG,5,5.0,55,11.0,298.1
ATOK,2017,RAINFED,LETTUCE,SEP,5,5.0,55,11.0,256.1
ATOK,2017,RAINFED,LETTUCE,OCT,5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,LETTUCE,NOV,5,5.0,55,11.0,191.3
ATOK,2017,RAINFED,LETTUCE,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,CAULIFLOWER,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,CAULIFLOWER,FEB,5,5.0,55,11.0,114.5
ATOK,2017,RAINFED,CAULIFLOWER,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,CAULIFLOWER,APR,5,5.0,55,11.0,110.4
ATOK,2017,RAINFED,CAULIFLOWER,MAY,5,5.0,55,11.0,314.8
ATOK,2017,RAINFED,CAULIFLOWER,JUN,5,5.0,55,11.0,341.3
ATOK,2017,RAINFED,CAULIFLOWER,JUL,5,5.0,55,11.0,683.5
ATOK,2017,RAINFED,CAULIFLOWER,AUG,5,5.0,55,11.0,298.1
ATOK,2017,RAINFED,CAULIFLOWER,SEP,5,5.0,55,11.0,256.1
ATOK,2017,RAINFED,CAULIFLOWER,OCT,5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,CAULIFLOWER,NOV,5,5.0,55,11.0,191.3
ATOK,2017,RAINFED,CAULIFLOWER,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,BROCCOLI,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,BROCCOLI,FEB,5,5.0,55,11.0,114.5
ATOK,2017,RAINFED,BROCCOLI,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,BROCCOLI,APR,5,5.0,55,11.0,110.4
ATOK,2017,RAINFED,BROCCOLI,MAY,5,5.0,55,11.0,314.8
ATOK,2017,RAINFED,BROCCOLI,JUN,5,5.0,55,11.0,341.3
ATOK,2017,RAINFED,BROCCOLI,JUL,5,5.0,55,11.0,683.5
ATOK,2017,RAINFED,BROCCOLI,AUG,5,5.0,55,11.0,298.1
ATOK,2017,RAINFED,BROCCOLI,SEP,5,5.0,55,11.0,256.1
ATOK,2017,RAINFED,BROCCOLI,OCT,5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,BROCCOLI,NOV,5,5.0,55,11.0,191.3
ATOK,2017,RAINFED,BROCCOLI,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,SNAP BEANS,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,SNAP BEANS,FEB,5,5.0,55,11.0,114.5
ATOK,2017,RAINFED,SNAP BEANS,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,SNAP BEANS,APR,3,5.0,55,11.0,110.4
ATOK,2017,RAINFED,SNAP BEANS,MAY,2.5,5.0,55,11.0,314.8
ATOK,2017,RAINFED,SNAP BEANS,JUN,3,5.0,55,11.0,341.3
ATOK,2017,RAINFED,SNAP BEANS,JUL,5,5.0,55,11.0,683.5
ATOK,2017,RAINFED,SNAP BEANS,AUG,3.5,3.0,18,6.0,298.1
ATOK,2017,RAINFED,SNAP BEANS,SEP,2.7,3.0,16.5,5.5,256.1
ATOK,2017,RAINFED,SNAP BEANS,OCT,5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,SNAP BEANS,NOV,5,3.5,19.25,5.5,191.3
ATOK,2017,RAINFED,SNAP BEANS,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,GARDEN PEAS,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,GARDEN PEAS,FEB,5,3.55,15.98,4.5,114.5
ATOK,2017,RAINFED,GARDEN PEAS,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,GARDEN PEAS,APR,3,5.0,55,11.0,110.4
ATOK,2017,RAINFED,GARDEN PEAS,MAY,2.5,5.0,55,11.0,314.8
ATOK,2017,RAINFED,GARDEN PEAS,JUN,5,5.0,55,11.0,341.3
ATOK,2017,RAINFED,GARDEN PEAS,JUL,5,3.0,15,5.0,683.5
ATOK,2017,RAINFED,GARDEN PEAS,AUG,5,2.5,11.25,4.5,298.1
ATOK,2017,RAINFED,GARDEN PEAS,SEP,5,5.0,55,11.0,256.1
ATOK,2017,RAINFED,GARDEN PEAS,OCT,3.5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,GARDEN PEAS,NOV,3.45,5.0,55,11.0,191.3
ATOK,2017,RAINFED,GARDEN PEAS,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,SWEET PEPPER,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,SWEET PEPPER,FEB,5,5.0,55,11.0,114.5
ATOK,2017,RAINFED,SWEET PEPPER,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,SWEET PEPPER,APR,5,5.0,55,11.0,110.4
ATOK,2017,RAINFED,SWEET PEPPER,MAY,5,5.0,55,11.0,314.8
ATOK,2017,RAINFED,SWEET PEPPER,JUN,5,5.0,55,11.0,341.3
ATOK,2017,RAINFED,SWEET PEPPER,JUL,5,5.0,55,11.0,683.5
ATOK,2017,RAINFED,SWEET PEPPER,AUG,5,5.0,55,11.0,298.1
ATOK,2017,RAINFED,SWEET PEPPER,SEP,5,5.0,55,11.0,256.1
ATOK,2017,RAINFED,SWEET PEPPER,OCT,5,5.0,55,11.0,234.7
ATOK,2017,RAINFED,SWEET PEPPER,NOV,5,5.0,55,11.0,191.3
ATOK,2017,RAINFED,SWEET PEPPER,DEC,5,5.0,55,11.0,116.5
ATOK,2017,RAINFED,WHITE POTATO,JAN,5,75.25,1354.5,18.0,43.0
ATOK,2017,RAINFED,WHITE POTATO,FEB,5,96.55,1737.9,18.0,114.5
ATOK,2017,RAINFED,WHITE POTATO,MAR,78.13,5.0,55,11.0,111.1
ATOK,2017,RAINFED,WHITE POTATO,APR,92.1,5.0,55,11.0,110.4
ATOK,2017,RAINFED,WHITE POTATO,MAY,102.3,5.0,55,11.0,314.8
ATOK,2017,RAINFED,WHITE POTATO,JUN,5,78.13,1445.41,18.5,341.3
ATOK,2017,RAINFED,WHITE POTATO,JUL,5,92.1,1657.8,18.0,683.5
ATOK,2017,RAINFED,WHITE POTATO,AUG,68.4,102.3,1815.83,17.75,298.1
ATOK,2017,RAINFED,WHITE POTATO,SEP,121,5.0,55,11.0,256.1
ATOK,2017,RAINFED,WHITE POTATO,OCT,148.75,5.0,55,11.0,234.7
ATOK,2017,RAINFED,WHITE POTATO,NOV,60.06,5.0,55,11.0,191.3
ATOK,2017,RAINFED,WHITE POTATO,DEC,5,121.0,2147.75,17.75,116.5
ATOK,2017,RAINFED,CARROTS,JAN,5,5.0,55,11.0,43.0
ATOK,2017,RAINFED,CARROTS,FEB,5,25.0,375,15.0,114.5
ATOK,2017,RAINFED,CARROTS,MAR,5,5.0,55,11.0,111.1
ATOK,2017,RAINFED,CARROTS,APR,123,5.0,55,11.0,110.4
ATOK,2017,RAINFED,CARROTS,MAY,118.13,5.0,55,11.0,314.8
ATOK,2017,RAINFED,CARROTS,JUN,5,5.0,55,11.0,341.3
ATOK,2017,RAINFED,CARROTS,JUL,5,123.0,1845,15.0,683.5
ATOK,2017,RAINFED,CARROTS,AUG,35.8,118.13,1754.23,14.85,298.1
ATOK,2017,RAINFED,CARROTS,SEP,67.38,5.0,55,11.0,256.1
ATOK,2017,RAINFED,CARROTS,OCT,54.3,5.0,55,11.0,234.7
ATOK,2017,RAINFED,CARROTS,NOV,68.1,35.8,537,15.0,191.3
ATOK,2017,RAINFED,CARROTS,DEC,72.94,67.38,1010.7,15.0,116.5
BAKUN,2017,IRRIGATED,CABBAGE,JAN,15.58,117.48,2349.6,20.0,43.0
BAKUN,2017,IRRIGATED,CABBAGE,FEB,72,83.1,1662,20.0,114.5
BAKUN,2017,IRRIGATED,CABBAGE,MAR,128,15.58,311.6,20.0,111.1
BAKUN,2017,IRRIGATED,CABBAGE,APR,131,72.0,1440,20.0,110.4
BAKUN,2017,IRRIGATED,CABBAGE,MAY,144,128.0,2560,20.0,314.8
BAKUN,2017,IRRIGATED,CABBAGE,JUN,5,131.0,2620,20.0,341.3
BAKUN,2017,IRRIGATED,CABBAGE,JUL,5,144.0,2880,20.0,683.5
BAKUN,2017,IRRIGATED,CABBAGE,AUG,5,5.0,55,11.0,298.1
BAKUN,2017,IRRIGATED,CABBAGE,SEP,231.77,5.0,55,11.0,256.1
BAKUN,2017,IRRIGATED,CABBAGE,OCT,135,5.0,55,11.0,234.7
BAKUN,2017,IRRIGATED,CABBAGE,NOV,117.48,155.0,3100,20.0,191.3
BAKUN,2017,IRRIGATED,CABBAGE,DEC,83.1,135.0,2700,20.0,116.5
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,JAN,3.6,43.6,1090,25.0,43.0
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,FEB,27,35.78,894.5,25.0,114.5
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,MAR,28.5,3.6,90,25.0,111.1
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,APR,69,27.0,675,25.0,110.4
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,MAY,78.3,28.5,712.5,25.0,314.8
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,JUN,5,69.0,1725,25.0,341.3
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,JUL,5,78.3,1957.5,25.0,683.5
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,AUG,5,5.0,55,11.0,298.1
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,SEP,155,5.0,55,11.0,256.1
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,OCT,64,5.0,55,11.0,234.7
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,NOV,43.6,155.0,3875,25.0,191.3
BAKUN,2017,IRRIGATED,CHINESE CABBAGE,DEC,35.78,64.0,1600,25.0,116.5
BAKUN,2017,IRRIGATED,LETTUCE,JAN,6.5,4.0,40,10.0,43.0
BAKUN,2017,IRRIGATED,LETTUCE,FEB,5,5.0,55,11.0,114.5
BAKUN,2017,IRRIGATED,LETTUCE,MAR,7,6.5,65,10.0,111.1
BAKUN,2017,IRRIGATED,LETTUCE,APR,3,5.0,55,11.0,110.4
BAKUN,2017,IRRIGATED,LETTUCE,MAY,5,7.0,70,10.0,314.8
BAKUN,2017,IRRIGATED,LETTUCE,JUN,5,3.0,30,10.0,341.3
BAKUN,2017,IRRIGATED,LETTUCE,JUL,5,5.0,50,10.0,683.5
BAKUN,2017,IRRIGATED,LETTUCE,AUG,5,5.0,55,11.0,298.1
BAKUN,2017,IRRIGATED,LETTUCE,SEP,6.4,5.0,55,11.0,256.1
BAKUN,2017,IRRIGATED,LETTUCE,OCT,30,5.0,55,11.0,234.7
BAKUN,2017,IRRIGATED,LETTUCE,NOV,4,6.4,64,10.0,191.3
BAKUN,2017,IRRIGATED,LETTUCE,DEC,4,3.0,30,10.0,116.5
BAKUN,2017,IRRIGATED,CAULIFLOWER,JAN,5,5.0,55,11.0,43.0
BAKUN,2017,IRRIGATED,CAULIFLOWER,FEB,5,5.0,55,11.0,114.5
BAKUN,2017,IRRIGATED,CAULIFLOWER,MAR,5,5.0,55,11.0,111.1
BAKUN,2017,IRRIGATED,CAULIFLOWER,APR,5,5.0,55,11.0,110.4
BAKUN,2017,IRRIGATED,CAULIFLOWER,MAY,5,5.0,55,11.0,314.8
BAKUN,2017,IRRIGATED,CAULIFLOWER,JUN,5,5.0,55,11.0,341.3
BAKUN,2017,IRRIGATED,CAULIFLOWER,JUL,5,5.0,55,11.0,683.5
BAKUN,2017,IRRIGATED,CAULIFLOWER,AUG,5,5.0,55,11.0,298.1
